
Accel:  X = -0.010010 , Y = -0.025696 , Z = 1.012085
Accel:  X = -0.010620 , Y = -0.024536 , Z = 1.012451
Gyro:     X = 0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010559 , Y = -0.023987 , Z = 1.012573
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009766 , Y = -0.022949 , Z = 1.014465
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.011841 , Y = -0.024475 , Z = 1.011963
Gyro:     X = -0.030518 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.010559 , Y = -0.024658 , Z = 1.012817
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.030518

Accel:  X = -0.012451 , Y = -0.025513 , Z = 1.013611
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.011292 , Y = -0.023499 , Z = 1.012451
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.009094 , Y = -0.023926 , Z = 1.012878
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.011536 , Y = -0.025391 , Z = 1.010559
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.009949 , Y = -0.025146 , Z = 1.011902
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009583 , Y = -0.023804 , Z = 1.011963
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.009949 , Y = -0.024109 , Z = 1.012451
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.008667 , Y = -0.024231 , Z = 1.012817
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.009583 , Y = -0.024292 , Z = 1.011780
Gyro:     X = -0.061035 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.009521 , Y = -0.024719 , Z = 1.012146
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009399 , Y = -0.024597 , Z = 1.011536
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.009583 , Y = -0.024353 , Z = 1.012390
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010071 , Y = -0.024536 , Z = 1.011414
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.010193 , Y = -0.024048 , Z = 1.011658
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.061035

Accel:  X = -0.011292 , Y = -0.024902 , Z = 1.010986
Gyro:     X = 0.000000 , Y = -0.030518 , Z = -0.061035

Accel:  X = -0.010620 , Y = -0.023987 , Z = 1.010925
Gyro:     X = 0.000000 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.010193 , Y = -0.023987 , Z = 1.010620
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.011047 , Y = -0.023987 , Z = 1.012146
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.061035

Accel:  X = -0.010010 , Y = -0.024780 , Z = 1.012329
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009583 , Y = -0.023743 , Z = 1.012756
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.009888 , Y = -0.023743 , Z = 1.013489
Gyro:     X = -0.030518 , Y = -0.061035 , Z = -0.030518

Accel:  X = -0.010132 , Y = -0.024414 , Z = 1.012817
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009705 , Y = -0.024048 , Z = 1.013428
Gyro:     X = 0.000000 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.009705 , Y = -0.024048 , Z = 1.013550
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009949 , Y = -0.024170 , Z = 1.013245
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.030518

Accel:  X = -0.011292 , Y = -0.025635 , Z = 1.011292
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.009521 , Y = -0.023682 , Z = 1.012268
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009583 , Y = -0.023926 , Z = 1.012451
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009521 , Y = -0.024109 , Z = 1.013184
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010559 , Y = -0.023865 , Z = 1.013367
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.009827 , Y = -0.024109 , Z = 1.012146
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.010742 , Y = -0.024658 , Z = 1.011841
Gyro:     X = 0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009949 , Y = -0.023438 , Z = 1.012329
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.009705 , Y = -0.023560 , Z = 1.013550
Gyro:     X = -0.061035 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.010010 , Y = -0.024475 , Z = 1.012817
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009827 , Y = -0.024475 , Z = 1.013367
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010193 , Y = -0.025024 , Z = 1.011902
Gyro:     X = 0.030518 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.009277 , Y = -0.024475 , Z = 1.013062
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010742 , Y = -0.024109 , Z = 1.011047
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.009644 , Y = -0.024170 , Z = 1.012146
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.061035

Accel:  X = -0.010742 , Y = -0.024536 , Z = 1.012024
Gyro:     X = -0.030518 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.010132 , Y = -0.025208 , Z = 1.012207
Gyro:     X = 0.000000 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.010010 , Y = -0.025696 , Z = 1.010864
Gyro:     X = -0.030518 , Y = 0.030518 , Z = 0.030518

Accel:  X = -0.010498 , Y = -0.024353 , Z = 1.012085
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.010498 , Y = -0.023865 , Z = 1.012146
Gyro:     X = 0.000000 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.010193 , Y = -0.024292 , Z = 1.012695
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010925 , Y = -0.023804 , Z = 1.011292
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.091553

Accel:  X = -0.009033 , Y = -0.023499 , Z = 1.011902
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009766 , Y = -0.023315 , Z = 1.012695
Gyro:     X = -0.030518 , Y = -0.061035 , Z = -0.030518

Accel:  X = -0.009644 , Y = -0.023560 , Z = 1.012573
Gyro:     X = -0.030518 , Y = -0.061035 , Z = -0.030518

Accel:  X = -0.010803 , Y = -0.024353 , Z = 1.013611
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.009827 , Y = -0.024841 , Z = 1.013184
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010742 , Y = -0.024231 , Z = 1.012756
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.009827 , Y = -0.022888 , Z = 1.013550
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009277 , Y = -0.023438 , Z = 1.015015
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009644 , Y = -0.023804 , Z = 1.013733
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010010 , Y = -0.023865 , Z = 1.014160
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.011292 , Y = -0.025085 , Z = 1.013733
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.011230 , Y = -0.024475 , Z = 1.013000
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.010071 , Y = -0.024231 , Z = 1.012634
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.009827 , Y = -0.024658 , Z = 1.015076
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009888 , Y = -0.023132 , Z = 1.013733
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010010 , Y = -0.024353 , Z = 1.014343
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.010498 , Y = -0.024597 , Z = 1.014160
Gyro:     X = 0.000000 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.009888 , Y = -0.022705 , Z = 1.014343
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010193 , Y = -0.024109 , Z = 1.013550
Gyro:     X = 0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.011597 , Y = -0.025208 , Z = 1.013367
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.008911 , Y = -0.022888 , Z = 1.013428
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.009949 , Y = -0.023315 , Z = 1.013428
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.010193 , Y = -0.023682 , Z = 1.012146
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.009155 , Y = -0.023987 , Z = 1.012634
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010559 , Y = -0.024048 , Z = 1.012512
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010620 , Y = -0.025024 , Z = 1.012756
Gyro:     X = 0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.008911 , Y = -0.023438 , Z = 1.012268
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.011230 , Y = -0.025269 , Z = 1.012756
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010376 , Y = -0.024597 , Z = 1.013245
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.061035

Accel:  X = -0.010193 , Y = -0.025208 , Z = 1.012634
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009766 , Y = -0.024109 , Z = 1.013367
Gyro:     X = -0.030518 , Y = 0.030518 , Z = -0.030518

Accel:  X = -0.009644 , Y = -0.024475 , Z = 1.011780
Gyro:     X = 0.000000 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.009033 , Y = -0.023438 , Z = 1.012634
Gyro:     X = -0.030518 , Y = 0.030518 , Z = -0.030518

Accel:  X = -0.010803 , Y = -0.024292 , Z = 1.012634
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.009644 , Y = -0.023621 , Z = 1.013428
Gyro:     X = -0.061035 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.010437 , Y = -0.024841 , Z = 1.012451
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.061035

Accel:  X = -0.009644 , Y = -0.024902 , Z = 1.013184
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.010193 , Y = -0.024170 , Z = 1.012390
Gyro:     X = 0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010498 , Y = -0.025085 , Z = 1.012390
Gyro:     X = 0.000000 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.010620 , Y = -0.024353 , Z = 1.011169
Gyro:     X = -0.091553 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.009827 , Y = -0.024048 , Z = 1.012146
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010437 , Y = -0.024780 , Z = 1.011597
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010559 , Y = -0.025330 , Z = 1.011658
Gyro:     X = -0.030518 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.011475 , Y = -0.025024 , Z = 1.012451
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010132 , Y = -0.024536 , Z = 1.013306
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.009705 , Y = -0.023987 , Z = 1.012573
Gyro:     X = 0.000000 , Y = -0.061035 , Z = -0.030518

Accel:  X = -0.010132 , Y = -0.023560 , Z = 1.013977
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010681 , Y = -0.024414 , Z = 1.012512
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.010071 , Y = -0.023438 , Z = 1.013123
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009888 , Y = -0.023987 , Z = 1.013062
Gyro:     X = 0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.009949 , Y = -0.024597 , Z = 1.013245
Gyro:     X = 0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.009644 , Y = -0.024719 , Z = 1.013550
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.030518

Accel:  X = -0.010498 , Y = -0.024536 , Z = 1.011780
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009949 , Y = -0.022766 , Z = 1.012817
Gyro:     X = -0.061035 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.009827 , Y = -0.024475 , Z = 1.011963
Gyro:     X = 0.000000 , Y = -0.030518 , Z = -0.061035

Accel:  X = -0.009338 , Y = -0.024170 , Z = 1.011963
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010498 , Y = -0.023926 , Z = 1.012146
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010742 , Y = -0.025024 , Z = 1.011414
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009827 , Y = -0.024963 , Z = 1.011902
Gyro:     X = -0.061035 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.011169 , Y = -0.024780 , Z = 1.010803
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.010559 , Y = -0.025330 , Z = 1.011719
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.010681 , Y = -0.024414 , Z = 1.011658
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010071 , Y = -0.024963 , Z = 1.012573
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009949 , Y = -0.024841 , Z = 1.012634
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010071 , Y = -0.023926 , Z = 1.012695
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010925 , Y = -0.022949 , Z = 1.011597
Gyro:     X = 0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010559 , Y = -0.023743 , Z = 1.011597
Gyro:     X = 0.000000 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.008789 , Y = -0.023254 , Z = 1.012146
Gyro:     X = -0.030518 , Y = 0.061035 , Z = -0.030518

Accel:  X = -0.009644 , Y = -0.023621 , Z = 1.013184
Gyro:     X = 0.000000 , Y = 0.030518 , Z = -0.030518

Accel:  X = -0.009216 , Y = -0.023376 , Z = 1.012573
Gyro:     X = -0.061035 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.008484 , Y = -0.023071 , Z = 1.013123
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.010620 , Y = -0.024780 , Z = 1.012024
Gyro:     X = -0.030518 , Y = 0.030518 , Z = 0.030518

Accel:  X = -0.010376 , Y = -0.023376 , Z = 1.012939
Gyro:     X = 0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009155 , Y = -0.023010 , Z = 1.013672
Gyro:     X = -0.061035 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.009644 , Y = -0.023743 , Z = 1.013794
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.061035

Accel:  X = -0.009399 , Y = -0.022766 , Z = 1.013367
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.010193 , Y = -0.024048 , Z = 1.012268
Gyro:     X = -0.030518 , Y = 0.030518 , Z = 0.030518

Accel:  X = -0.010071 , Y = -0.024170 , Z = 1.013245
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.009094 , Y = -0.023438 , Z = 1.012329
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.010010 , Y = -0.023926 , Z = 1.013000
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.010132 , Y = -0.023315 , Z = 1.013367
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010193 , Y = -0.023132 , Z = 1.012695
Gyro:     X = -0.122070 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.008850 , Y = -0.024292 , Z = 1.012878
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.009338 , Y = -0.023438 , Z = 1.013550
Gyro:     X = 0.030518 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.011047 , Y = -0.023682 , Z = 1.013550
Gyro:     X = 0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010132 , Y = -0.024719 , Z = 1.011719
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010376 , Y = -0.024353 , Z = 1.010925
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010376 , Y = -0.025146 , Z = 1.011414
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.061035

Accel:  X = -0.009949 , Y = -0.024780 , Z = 1.011658
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009827 , Y = -0.024292 , Z = 1.012817
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010803 , Y = -0.024902 , Z = 1.011169
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010986 , Y = -0.024719 , Z = 1.011963
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009644 , Y = -0.023987 , Z = 1.012878
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009216 , Y = -0.022949 , Z = 1.012024
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.008911 , Y = -0.023682 , Z = 1.013855
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.061035

Accel:  X = -0.010498 , Y = -0.024048 , Z = 1.011597
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010559 , Y = -0.023560 , Z = 1.012634
Gyro:     X = -0.030518 , Y = 0.000000 , Z = -0.061035

Accel:  X = -0.009338 , Y = -0.024414 , Z = 1.012451
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.010803 , Y = -0.023621 , Z = 1.013000
Gyro:     X = 0.061035 , Y = -0.030518 , Z = -0.061035

Accel:  X = -0.010498 , Y = -0.023376 , Z = 1.013123
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.009827 , Y = -0.025513 , Z = 1.012634
Gyro:     X = 0.030518 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.011169 , Y = -0.024292 , Z = 1.011536
Gyro:     X = 0.000000 , Y = -0.030518 , Z = -0.061035

Accel:  X = -0.009338 , Y = -0.024109 , Z = 1.012024
Gyro:     X = -0.061035 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.009583 , Y = -0.023987 , Z = 1.012939
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.061035

Accel:  X = -0.011292 , Y = -0.025146 , Z = 1.012817
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.011230 , Y = -0.024841 , Z = 1.012146
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.011353 , Y = -0.024231 , Z = 1.011841
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.009521 , Y = -0.024902 , Z = 1.011108
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.011292 , Y = -0.024597 , Z = 1.011475
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.011597 , Y = -0.025330 , Z = 1.012695
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.011963 , Y = -0.024658 , Z = 1.012634
Gyro:     X = 0.000000 , Y = 0.061035 , Z = -0.030518

Accel:  X = -0.010803 , Y = -0.024597 , Z = 1.012878
Gyro:     X = -0.030518 , Y = -0.061035 , Z = -0.030518

Accel:  X = -0.011169 , Y = -0.025330 , Z = 1.011902
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.009949 , Y = -0.025330 , Z = 1.012207
Gyro:     X = 0.030518 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.010376 , Y = -0.025208 , Z = 1.012634
Gyro:     X = -0.091553 , Y = 0.000000 , Z = -0.061035

Accel:  X = -0.010437 , Y = -0.025330 , Z = 1.011841
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.011230 , Y = -0.024719 , Z = 1.012024
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.011047 , Y = -0.024109 , Z = 1.011414
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.061035

Accel:  X = -0.011292 , Y = -0.024963 , Z = 1.010986
Gyro:     X = -0.030518 , Y = -0.061035 , Z = -0.030518

Accel:  X = -0.010010 , Y = -0.023315 , Z = 1.012268
Gyro:     X = 0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.009705 , Y = -0.023560 , Z = 1.012756
Gyro:     X = -0.030518 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.009705 , Y = -0.024353 , Z = 1.011902
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.008789 , Y = -0.024170 , Z = 1.011536
Gyro:     X = 0.000000 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.010071 , Y = -0.024292 , Z = 1.012207
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.011292 , Y = -0.024719 , Z = 1.011475
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010132 , Y = -0.023987 , Z = 1.011963
Gyro:     X = 0.030518 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.010803 , Y = -0.024963 , Z = 1.011292
Gyro:     X = -0.061035 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.010010 , Y = -0.025391 , Z = 1.012329
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.061035

Accel:  X = -0.010254 , Y = -0.023621 , Z = 1.012329
Gyro:     X = -0.061035 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.010498 , Y = -0.025635 , Z = 1.012268
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.011047 , Y = -0.025208 , Z = 1.012451
Gyro:     X = 0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.010132 , Y = -0.024170 , Z = 1.012085
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010681 , Y = -0.024536 , Z = 1.014587
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010437 , Y = -0.024475 , Z = 1.012817
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.011169 , Y = -0.025085 , Z = 1.013000
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.000000

Accel:  X = -0.010254 , Y = -0.024170 , Z = 1.013184
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.030518

Accel:  X = -0.011536 , Y = -0.025208 , Z = 1.012207
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.010376 , Y = -0.024536 , Z = 1.013123
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.061035

Accel:  X = -0.010986 , Y = -0.024658 , Z = 1.012756
Gyro:     X = 0.000000 , Y = 0.000000 , Z = 0.000000

Accel:  X = -0.011597 , Y = -0.025513 , Z = 1.012024
Gyro:     X = -0.122070 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010742 , Y = -0.024414 , Z = 1.012939
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.030518

Accel:  X = -0.011353 , Y = -0.025085 , Z = 1.011902
Gyro:     X = 0.000000 , Y = 0.030518 , Z = 0.061035

Accel:  X = -0.011047 , Y = -0.025208 , Z = 1.012756
Gyro:     X = -0.061035 , Y = 0.000000 , Z = -0.030518

Accel:  X = -0.011353 , Y = -0.025085 , Z = 1.011902
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.011536 , Y = -0.024658 , Z = 1.012512
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010010 , Y = -0.023865 , Z = 1.012451
Gyro:     X = -0.030518 , Y = 0.030518 , Z = 0.000000

Accel:  X = -0.010437 , Y = -0.022827 , Z = 1.012939
Gyro:     X = -0.030518 , Y = -0.030518 , Z = 0.061035

Accel:  X = -0.010132 , Y = -0.024902 , Z = 1.012268
Gyro:     X = -0.030518 , Y = -0.061035 , Z = 0.030518

Accel:  X = -0.010376 , Y = -0.024170 , Z = 1.012390
Gyro:     X = 0.000000 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010498 , Y = -0.023804 , Z = 1.011841
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.000000

Accel:  X = -0.010681 , Y = -0.024353 , Z = 1.012451
Gyro:     X = -0.061035 , Y = -0.030518 , Z = 0.030518

Accel:  X = -0.010437 , Y = -0.023926 , Z = 1.012451
Gyro:     X = -0.030518 , Y = -0.030518 , Z = -0.030518

Accel:  X = -0.010986 , Y = -0.023315 , Z = 1.012512
Gyro:     X = -0.030518 , Y = 0.000000 , Z = -0.030518

